name,class,clade,superorder,order,suborder,family,subfamily,genus,species,subspecies,subgenus,subclass,infraclass,cohort,infraorder,superfamily,parvorder,tribe,species group,no rank
equus grevyi,Mammalia,Boreoeutheria,Laurasiatheria,Perissodactyla,,Equidae,,Equus,Equus grevyi,,Dolichohippus,,,,,,,,,
equus hemionus,Mammalia,Boreoeutheria,Laurasiatheria,Perissodactyla,,Equidae,,Equus,Equus hemionus,,Hemionus,,,,,,,,,
equus kiang,Mammalia,Boreoeutheria,Laurasiatheria,Perissodactyla,,Equidae,,Equus,Equus kiang,,,,,,,,,,,
equus przewalskii,Mammalia,Boreoeutheria,Laurasiatheria,Perissodactyla,,Equidae,,Equus,Equus przewalskii,,Equus,,,,,,,,,
equus quagga,Mammalia,Boreoeutheria,Laurasiatheria,Perissodactyla,,Equidae,,Equus,Equus burchellii,Equus burchellii quagga,Hippotigris,,,,,,,,,
equus quagga burchellii,Mammalia,Boreoeutheria,Laurasiatheria,Perissodactyla,,Equidae,,Equus,Equus burchellii,Equus burchellii quagga,Hippotigris,,,,,,,,,
equus zebra,Mammalia,Boreoeutheria,Laurasiatheria,Perissodactyla,,Equidae,,Equus,Equus zebra,,Hippotigris,,,,,,,,,
rhinoceros unicornis,Mammalia,Boreoeutheria,Laurasiatheria,Perissodactyla,,Rhinocerotidae,,Rhinoceros,Rhinoceros unicornis,,,,,,,,,,,
tapirus terrestris,Mammalia,Boreoeutheria,Laurasiatheria,Perissodactyla,,Tapiridae,,Tapirus,Tapirus terrestris,,,,,,,,,,,
bradypus tridactylus,Mammalia,Eutheria,Xenarthra,Pilosa,Folivora,Bradypodidae,,Bradypus,Bradypus tridactylus,,,,,,,,,,,
bradypus variegatus,Mammalia,Eutheria,Xenarthra,Pilosa,Folivora,Bradypodidae,,Bradypus,Bradypus variegatus,,,,,,,,,,,
choloepus didactylus,Mammalia,Eutheria,Xenarthra,Pilosa,Folivora,Megalonychidae,,Choloepus,Choloepus didactylus,,,,,,,,,,,
choloepus hoffmanni,Mammalia,Eutheria,Xenarthra,Pilosa,Folivora,Megalonychidae,,Choloepus,Choloepus hoffmanni,,,,,,,,,,,
cyclopes didactylus,Mammalia,Eutheria,Xenarthra,Pilosa,Vermilingua,Cyclopedidae,,Cyclopes,Cyclopes didactylus,,,,,,,,,,,
myrmecophaga tridactyla,Mammalia,Eutheria,Xenarthra,Pilosa,Vermilingua,Myrmecophagidae,,Myrmecophaga,Myrmecophaga tridactyla,,,,,,,,,,,
tamandua tetradactyla,Mammalia,Eutheria,Xenarthra,Pilosa,Vermilingua,Myrmecophagidae,,Tamandua,Tamandua tetradactyla,,,,,,,,,,,
allenopithecus nigroviridis,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Allenopithecus,Allenopithecus nigroviridis,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
allochrocebus lhoesti,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Allochrocebus,Allochrocebus lhoesti,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
allochrocebus solatus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Allochrocebus,Allochrocebus solatus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
alouatta belzebul,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Atelidae,Alouattinae,Alouatta,Alouatta belzebul,,,,,,Simiiformes,,Platyrrhini,,,
alouatta caraya,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Atelidae,Alouattinae,Alouatta,Alouatta caraya,,,,,,Simiiformes,,Platyrrhini,,,
alouatta guariba,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Atelidae,Alouattinae,Alouatta,Alouatta guariba,,,,,,Simiiformes,,Platyrrhini,,,
alouatta palliata,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Atelidae,Alouattinae,Alouatta,Alouatta palliata,,,,,,Simiiformes,,Platyrrhini,,,
alouatta pigra,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Atelidae,Alouattinae,Alouatta,Alouatta pigra,,,,,,Simiiformes,,Platyrrhini,,,
alouatta seniculus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Atelidae,Alouattinae,Alouatta,Alouatta seniculus,,,,,,Simiiformes,,Platyrrhini,,,
aotus azarae,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Aotidae,,Aotus,Aotus azarai,,,,,,Simiiformes,,Platyrrhini,,,
aotus trivirgatus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Aotidae,,Aotus,Aotus trivirgatus,,,,,,Simiiformes,,Platyrrhini,,,
ateles fusciceps,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Atelidae,Atelinae,Ateles,Ateles fusciceps,,,,,,Simiiformes,,Platyrrhini,,,
ateles geoffroyi,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Atelidae,Atelinae,Ateles,Ateles geoffroyi,,,,,,Simiiformes,,Platyrrhini,,,
ateles paniscus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Atelidae,Atelinae,Ateles,Ateles paniscus,,,,,,Simiiformes,,Platyrrhini,,,
brachyteles arachnoides,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Atelidae,Atelinae,Brachyteles,Brachyteles arachnoides,,,,,,Simiiformes,,Platyrrhini,,,
cacajao calvus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Pitheciidae,Pitheciinae,Cacajao,Cacajao calvus,,,,,,Simiiformes,,Platyrrhini,,,
cacajao melanocephalus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Pitheciidae,Pitheciinae,Cacajao,Cacajao melanocephalus,,,,,,Simiiformes,,Platyrrhini,,,
callimico goeldii,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Callimico,Callimico goeldii,,,,,,Simiiformes,,Platyrrhini,,,
callithrix geoffroyi,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Callithrix,Callithrix geoffroyi,,Callithrix,,,,Simiiformes,,Platyrrhini,,,
callithrix jacchus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Callithrix,Callithrix jacchus,,Callithrix,,,,Simiiformes,,Platyrrhini,,,
callithrix penicillata,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Callithrix,Callithrix penicillata,,Callithrix,,,,Simiiformes,,Platyrrhini,,,
cebuella pygmaea,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Callithrix,Callithrix pygmaea,,Cebuella,,,,Simiiformes,,Platyrrhini,,,
cebus capucinus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Cebinae,Cebus,Cebus capucinus,,,,,,Simiiformes,,Platyrrhini,,,
cebus olivaceus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Cebinae,Cebus,Cebus olivaceus,,,,,,Simiiformes,,Platyrrhini,,,
cercocebus agilis,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercocebus,Cercocebus agilis,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercocebus atys,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercocebus,Cercocebus atys,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercocebus chrysogaster,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercocebus,Cercocebus chrysogaster,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercocebus galeritus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercocebus,Cercocebus galeritus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercocebus torquatus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercocebus,Cercocebus torquatus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus aethiops,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Chlorocebus,Chlorocebus aethiops,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus ascanius,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus ascanius,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus campbelli,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus campbelli,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus cephus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus cephus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus denti,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus denti,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus diana,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus diana,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus erythrotis,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus erythrotis,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus hamlyni,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus hamlyni,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus mitis,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus mitis,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus mitis albogularis,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus albogularis,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus mona,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus mona,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus neglectus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus neglectus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus nictitans,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus nictitans,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus petaurista,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus petaurista,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus pogonias,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus pogonias,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
cercopithecus wolfi,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Cercopithecus,Cercopithecus wolfi,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
chlorocebus aethiops,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Chlorocebus,Chlorocebus aethiops,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
chlorocebus pygerythrus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Chlorocebus,Chlorocebus pygerythrus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
chlorocebus sabaeus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Chlorocebus,Chlorocebus sabaeus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
chlorocebus tantalus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Chlorocebus,Chlorocebus tantalus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
colobus guereza,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Colobus,Colobus guereza,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
colobus polykomos,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Colobus,Colobus polykomos,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
erythrocebus patas,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Erythrocebus,Erythrocebus patas,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
eulemur albifrons,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Lemuridae,,Eulemur,Eulemur albifrons,,,,,,Lemuriformes,,,,,
eulemur fulvus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Lemuridae,,Eulemur,Eulemur fulvus,,,,,,Lemuriformes,,,,,
eulemur macaco,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Lemuridae,,Eulemur,Eulemur macaco,,,,,,Lemuriformes,,,,,
euoticus elegantulus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Galagidae,,Euoticus,Euoticus elegantulus,,,,,,Lorisiformes,,,,,
galago senegalensis,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Galagidae,,Galago,Galago senegalensis,,,,,,Lorisiformes,,,,,
galagoides demidoff,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Galagidae,,Galagoides,Galagoides demidoff,,,,,,Lorisiformes,,,,,
gorilla beringei,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hominidae,Homininae,Gorilla,Gorilla beringei,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
gorilla gorilla,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hominidae,Homininae,Gorilla,Gorilla gorilla,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
homo sapiens,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hominidae,Homininae,Homo,Homo sapiens,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
hoolock hoolock,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hylobatidae,,Hoolock,Hoolock hoolock,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
hylobates agilis,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hylobatidae,,Hylobates,Hylobates agilis,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
hylobates lar,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hylobatidae,,Hylobates,Hylobates lar,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
hylobates moloch,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hylobatidae,,Hylobates,Hylobates moloch,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
hylobates muelleri,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hylobatidae,,Hylobates,Hylobates muelleri,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
hylobates pileatus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hylobatidae,,Hylobates,Hylobates pileatus,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
lagothrix lagothricha,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Atelidae,Atelinae,Lagothrix,Lagothrix lagotricha,,,,,,Simiiformes,,Platyrrhini,,,
lemur catta,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Lemuridae,,Lemur,Lemur catta,,,,,,Lemuriformes,,,,,
leontocebus fuscicollis,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Leontocebus,Leontocebus fuscicollis,,,,,,Simiiformes,,Platyrrhini,,,
leontocebus nigricollis,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Leontocebus,Leontocebus nigricollis,,,,,,Simiiformes,,Platyrrhini,,,
leontopithecus chrysomelas,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Leontopithecus,Leontopithecus chrysomelas,,,,,,Simiiformes,,Platyrrhini,,,
leontopithecus rosalia,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Leontopithecus,Leontopithecus rosalia,,,,,,Simiiformes,,Platyrrhini,,,
lepilemur edwardsi,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Lepilemuridae,,Lepilemur,Lepilemur edwardsi,,,,,,Lemuriformes,,,,,
lepilemur mustelinus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Lepilemuridae,,Lepilemur,Lepilemur mustelinus,,,,,,Lemuriformes,,,,,
lophocebus albigena,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Lophocebus,Lophocebus albigena,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
lophocebus aterrimus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Lophocebus,Lophocebus aterrimus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca arctoides,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca arctoides,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca balantak,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca balantak,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca cyclopis,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca cyclopis,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca fascicularis,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca fascicularis,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca fuscata,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca fuscata,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca maura,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca maura,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca mulatta,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca mulatta,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca nemestrina,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca nemestrina,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca nigra,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca nigra,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca nigrescens,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca nigrescens,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca ochreata,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca ochreata,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca radiata,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca radiata,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca silenus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca silenus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca sinica,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca sinica,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca sylvanus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca sylvanus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca thibetana,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca thibetana,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
macaca tonkeana,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Macaca,Macaca tonkeana,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
mandrillus leucophaeus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Mandrillus,Mandrillus leucophaeus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
mandrillus sphinx,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Mandrillus,Mandrillus sphinx,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
mico argentatus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Mico,Mico argentatus,,,,,,Simiiformes,,Platyrrhini,,,
mico humeralifer,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Mico,Mico humeralifer,,,,,,Simiiformes,,Platyrrhini,,,
mico leucippe,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Mico,Mico leucippe,,,,,,Simiiformes,,Platyrrhini,,,
miopithecus ogouensis,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Miopithecus,Miopithecus ogouensis,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
miopithecus talapoin,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Miopithecus,Miopithecus talapoin,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
nomascus concolor,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hylobatidae,,Nomascus,Nomascus concolor,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
nomascus gabriellae,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hylobatidae,,Nomascus,Nomascus gabriellae,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
nomascus leucogenys,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hylobatidae,,Nomascus,Nomascus leucogenys,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
nycticebus coucang,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Lorisidae,,Nycticebus,Nycticebus coucang,,,,,,Lorisiformes,,,,,
otolemur crassicaudatus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Galagidae,,Otolemur,Otolemur crassicaudatus,,,,,,Lorisiformes,,,,,
pan paniscus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hominidae,Homininae,Pan,Pan paniscus,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
pan troglodytes,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hominidae,Homininae,Pan,Pan troglodytes,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
papio anubis,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Papio,Papio anubis,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
papio cynocephalus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Papio,Papio cynocephalus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
papio hamadryas,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Papio,Papio hamadryas,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
papio papio,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Papio,Papio papio,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
papio ursinus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Papio,Papio ursinus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
perodicticus potto,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Lorisidae,,Perodicticus,Perodicticus potto,,,,,,Lorisiformes,,,,,
piliocolobus badius,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Piliocolobus,Piliocolobus badius,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
piliocolobus rufomitratus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Piliocolobus,Piliocolobus rufomitratus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
piliocolobus semlikiensis,Gammaproteobacteria,,,Cellvibrionales,,Halieaceae,,Halioglobus,Halioglobus sediminis,,,,,,,,,,,
piliocolobus tephrosceles,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Piliocolobus,Piliocolobus tephrosceles,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
pithecia monachus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Pitheciidae,Pitheciinae,Pithecia,Pithecia monachus,,,,,,Simiiformes,,Platyrrhini,,,
pithecia pithecia,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Pitheciidae,Pitheciinae,Pithecia,Pithecia pithecia,,,,,,Simiiformes,,Platyrrhini,,,
pongo abelii,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hominidae,Ponginae,Pongo,Pongo abelii,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
