"idx","PMID","Database","Lookup_Successful","PMID_lookup","Year","Journal","Title"
1077,4297405,"pubmed",TRUE,"4297405",1968,"Am J Trop Med Hyg","Simian hemorrhagic fever. 3. Isolation and characterization of a viral agent."
1078,23077302,"pubmed",TRUE,"23077302",2012,"J Virol","Exceptional simian hemorrhagic fever virus diversity in a wild African primate community."
1079,21544192,"pubmed",TRUE,"21544192",2011,"PLoS One","Novel, divergent simian hemorrhagic fever viruses in a wild Ugandan red colobus monkey discovered using direct pyrosequencing."
1080,25678422,"pubmed",TRUE,"25678422",2015,"J Comp Pathol","Positive immunolabelling for feline infectious peritonitis in an African lion (Panthera leo) with bilateral panuveitis."
1081,19687628,"pubmed",TRUE,"19687628",2009,"J Vet Sci","Isolation and identification of a canine coronavirus strain from giant pandas (Ailuropoda melanoleuca)."
1082,3001373,"pubmed",TRUE,"3001373",1985,"J Wildl Dis","Serologic survey of canine coronavirus in wild coyotes in the western United States, 1972-1982."
1083,2157864,"pubmed",TRUE,"2157864",1990,"J Virol","Prevalence and implications of feline coronavirus infections of captive and free-ranging cheetahs (Acinonyx jubatus)."
1084,22247389,"pubmed",TRUE,"22247389",2012,"J Wildl Dis","Serosurvey of free-ranging Amur tigers in the Russian Far East."
1085,23212740,"pubmed",TRUE,"23212740",2012,"Arch Virol","Coronavirus genotype diversity and prevalence of infection in wild carnivores in the Serengeti National Park, Tanzania."
1087,16450706,"pubmed",TRUE,"16450706",2006,"Berl Munch Tierarztl Wochenschr","Detection of canine coronaviruses genotype I and II in raised Canidae animals in China."
1088,1318424,"pubmed",TRUE,"1318424",1992,"J Wildl Dis","A serologic survey of the island fox (Urocyon littoralis) on the Channel Islands, California."
1090,23568918,"pubmed",TRUE,"23568918",2013,"J Wildl Dis","Feline infectious peritonitis in a mountain lion (Puma concolor), California, USA."
1091,15288921,"pubmed",TRUE,"15288921",2004,"Vet Microbiol","Coronavirus infection of spotted hyenas in the Serengeti ecosystem."
1092,22247381,"pubmed",TRUE,"22247381",2012,"J Wildl Dis","Prevalence of antibodies to selected viral pathogens in wild boars (Sus scrofa) in Croatia in 2005-06 and 2009-10."
1093,9268167,"pubmed",TRUE,"9268167",1997,"Virology","Persistence and evolution of feline coronavirus in a closed cat-breeding colony."
1094,8209753,"pubmed",TRUE,"8209753",1993,"Adv Exp Med Biol","Evolution and tropism of transmissible gastroenteritis coronavirus."
1095,19788804,"pubmed",TRUE,"19788804",2009,"Emerg Infect Dis","Distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229E in bats, Ghana."
1096,20554810,"pubmed",TRUE,"20554810",2010,"J Clin Microbiol","Epidemiology and clinical presentations of the four human coronaviruses 229E, HKU1, NL63, and OC43 detected over 3 years using a novel multiplex real-time PCR method."
1097,26378164,"pubmed",TRUE,"26378164",2015,"J Virol","Evidence for an Ancestral Association of Human Coronavirus 229E with Bats."
1098,26378164,"pubmed",TRUE,"26378164",2015,"J Virol","Evidence for an Ancestral Association of Human Coronavirus 229E with Bats."
1099,20093692,"pubmed",TRUE,"20093692",2010,"J Vet Diagn Invest","Identification of a novel coronavirus possibly associated with acute respiratory syndrome in alpacas (Vicugna pacos) in California, 2007."
1100,15648064,"pubmed",TRUE,"15648064",2005,"J Med Virol","New human coronavirus, HCoV-NL63, associated with severe lower respiratory tract disease in Australia."
1101,18420807,"pubmed",TRUE,"18420807",2008,"J Gen Virol","Genomic characterizations of bat coronaviruses (1A, 1B and HKU8) and evidence for co-infections in Miniopterus bats."
1102,15681402,"pubmed",TRUE,"15681402",2005,"J Virol","Identification of a novel coronavirus in bats."
1103,17042030,"pubmed",TRUE,"17042030",2006,"Rev Med Virol","Bats as a continuing source of emerging infections in humans."
1104,18420807,"pubmed",TRUE,"18420807",2008,"J Gen Virol","Genomic characterizations of bat coronaviruses (1A, 1B and HKU8) and evidence for co-infections in Miniopterus bats."
1105,18420807,"pubmed",TRUE,"18420807",2008,"J Gen Virol","Genomic characterizations of bat coronaviruses (1A, 1B and HKU8) and evidence for co-infections in Miniopterus bats."
1106,23963154,"pubmed",TRUE,"23963154",2013,"J Vet Diagn Invest","Emergence of Porcine epidemic diarrhea virus in the United States: clinical signs, lesions, and viral genomic sequences."
1107,20686038,"pubmed",TRUE,"20686038",2010,"J Virol","Genomic characterization of severe acute respiratory syndrome-related coronavirus in European bats and classification of coronaviruses based on partial RNA-dependent RNA polymerase gene sequences."
1108,18258002,"pubmed",TRUE,"18258002",2008,"Emerg Infect Dis","Evolutionary relationships between bat coronaviruses and their hosts."
1109,18258002,"pubmed",TRUE,"18258002",2008,"Emerg Infect Dis","Evolutionary relationships between bat coronaviruses and their hosts."
1110,18258002,"pubmed",TRUE,"18258002",2008,"Emerg Infect Dis","Evolutionary relationships between bat coronaviruses and their hosts."
1111,17617433,"pubmed",TRUE,"17617433",2007,"Virology","Complete genome sequence of bat coronavirus HKU2 from Chinese horseshoe bats revealed a much smaller spike gene with a different evolutionary lineage from the rest of the genome."
1112,16840328,"pubmed",TRUE,"16840328",2006,"J Virol","Prevalence and genetic diversity of coronaviruses in bats from China."
1113,20880639,"pubmed",TRUE,"20880639",2010,"Vet Microbiol","Detection and characterization of bovine-like coronaviruses from four species of zoo ruminants."
1114,18842722,"pubmed",TRUE,"18842722",2008,"J Virol","Bovine-like coronaviruses isolated from four species of captive wild ruminants are homologous to bovine coronaviruses, based on complete genomic sequences."
1115,20880639,"pubmed",TRUE,"20880639",2010,"Vet Microbiol","Detection and characterization of bovine-like coronaviruses from four species of zoo ruminants."
1116,20880639,"pubmed",TRUE,"20880639",2010,"Vet Microbiol","Detection and characterization of bovine-like coronaviruses from four species of zoo ruminants."
1117,20880639,"pubmed",TRUE,"20880639",2010,"Vet Microbiol","Detection and characterization of bovine-like coronaviruses from four species of zoo ruminants."
1118,17344285,"pubmed",TRUE,"17344285",2007,"J Virol","Biologic, antigenic, and full-length genomic characterization of a bovine-like coronavirus isolated from a giraffe."
1119,15650185,"pubmed",TRUE,"15650185",2005,"J Virol","Complete genomic sequence of human coronavirus OC43: molecular clock analysis suggests a relatively recent zoonotic coronavirus transmission event."
1120,8586714,"pubmed",TRUE,"8586714",1995,"J Clin Microbiol","Isolation of coronaviruses antigenically indistinguishable from bovine coronavirus from wild ruminants with diarrhea."
1121,8586714,"pubmed",TRUE,"8586714",1995,"J Clin Microbiol","Isolation of coronaviruses antigenically indistinguishable from bovine coronavirus from wild ruminants with diarrhea."
1122,8586714,"pubmed",TRUE,"8586714",1995,"J Clin Microbiol","Isolation of coronaviruses antigenically indistinguishable from bovine coronavirus from wild ruminants with diarrhea."
1123,22362949,"pubmed",TRUE,"22362949",2012,"J Vet Diagn Invest","Rapid detection of Betacoronavirus 1 from clinical fecal specimens by a novel reverse transcription loop-mediated isothermal amplification assay."
1124,17916374,"pubmed",TRUE,"17916374",2007,"Virology","Biological and genetic analysis of a bovine-like coronavirus isolated from water buffalo (Bubalus bubalis) calves."
1125,24655427,"pubmed",TRUE,"24655427",2014,"Emerg Infect Dis","Novel betacoronavirus in dromedaries of the Middle East, 2013."
1126,14690211,"pubmed",TRUE,"14690211",2003,"J Am Vet Med Assoc","Potential pathogens in feces from unweaned llamas and alpacas with diarrhea."
1127,17459444,"pubmed",TRUE,"17459444",2007,"Virology","Analysis of the genome sequence of an alpaca coronavirus."
1128,9350763,"pubmed",TRUE,"9350763",1997,"J Clin Microbiol","Isolation and characterization of a coronavirus from elk calves with diarrhea."
1129,18325268,"pubmed",TRUE,"18325268",2008,"Emerg Infect Dis","Hemagglutinating encephalomyelitis coronavirus infection in pigs, Argentina."
1130,23123176,"pubmed",TRUE,"23123176",2012,"Vet Microbiol","Emerging outbreaks associated with equine coronavirus in adult horses."
1131,8586714,"pubmed",TRUE,"8586714",1995,"J Clin Microbiol","Isolation of coronaviruses antigenically indistinguishable from bovine coronavirus from wild ruminants with diarrhea."
1132,15613317,"pubmed",TRUE,"15613317",2004,"J Virol","Characterization and complete genome sequence of a novel coronavirus, coronavirus HKU1, from patients with pneumonia."
1133,21073281,"pubmed",TRUE,"21073281",2010,"J Neurovirol","Murine coronavirus neuropathogenesis: determinants of virulence."
1134,4099196,"pubmed",TRUE,"4099196",1970,"Arch Gesamte Virusforsch","Rat coronavirus (RCV): a prevalent, naturally occurring pneumotropic virus of rats."
1135,4099196,"pubmed",TRUE,"4099196",1970,"Arch Gesamte Virusforsch","Rat coronavirus (RCV): a prevalent, naturally occurring pneumotropic virus of rats."
1136,18258002,"pubmed",TRUE,"18258002",2008,"Emerg Infect Dis","Evolutionary relationships between bat coronaviruses and their hosts."
1137,16647731,"pubmed",TRUE,"16647731",2006,"Virology","Molecular diversity of coronaviruses in bats."
1138,20702646,"pubmed",TRUE,"20702646",2010,"J Virol","Coexistence of different genotypes in the same bat and serological characterization of Rousettus bat coronavirus HKU9 belonging to a novel Betacoronavirus subgroup."
1139,12748632,"pubmed",TRUE,"12748632",2003,"Nature","Aetiology: Koch's postulates fulfilled for SARS virus."
1140,15921605,"pubmed",TRUE,"15921605",2005,"Zhonghua Liu Xing Bing Xue Za Zhi","[Surveillance on severe acute respiratory syndrome associated coronavirus in animals at a live animal market of Guangzhou in 2004]."
1141,17451830,"pubmed",TRUE,"17451830",2007,"Virus Res","A review of studies on animal reservoirs of the SARS coronavirus."
1142,23739658,"pubmed",TRUE,"23739658",2013,"Emerg Infect Dis","Novel SARS-like betacoronaviruses in bats, China, 2011."
1143,17451830,"pubmed",TRUE,"17451830",2007,"Virus Res","A review of studies on animal reservoirs of the SARS coronavirus."
1144,23739658,"pubmed",TRUE,"23739658",2013,"Emerg Infect Dis","Novel SARS-like betacoronaviruses in bats, China, 2011."
1146,16195424,"pubmed",TRUE,"16195424",2005,"Science","Bats are natural reservoirs of SARS-like coronaviruses."
1147,17451830,"pubmed",TRUE,"17451830",2007,"Virus Res","A review of studies on animal reservoirs of the SARS coronavirus."
1148,16195424,"pubmed",TRUE,"16195424",2005,"Science","Bats are natural reservoirs of SARS-like coronaviruses."
1149,17451830,"pubmed",TRUE,"17451830",2007,"Virus Res","A review of studies on animal reservoirs of the SARS coronavirus."
1150,17451830,"pubmed",TRUE,"17451830",2007,"Virus Res","A review of studies on animal reservoirs of the SARS coronavirus."
1151,15921605,"pubmed",TRUE,"15921605",2005,"Zhonghua Liu Xing Bing Xue Za Zhi","[Surveillance on severe acute respiratory syndrome associated coronavirus in animals at a live animal market of Guangzhou in 2004]."
1152,17451830,"pubmed",TRUE,"17451830",2007,"Virus Res","A review of studies on animal reservoirs of the SARS coronavirus."
1153,12958366,"pubmed",TRUE,"12958366",2003,"Science","Isolation and characterization of viruses related to the SARS coronavirus from animals in southern China."
1154,15921605,"pubmed",TRUE,"15921605",2005,"Zhonghua Liu Xing Bing Xue Za Zhi","[Surveillance on severe acute respiratory syndrome associated coronavirus in animals at a live animal market of Guangzhou in 2004]."
1155,12958366,"pubmed",TRUE,"12958366",2003,"Science","Isolation and characterization of viruses related to the SARS coronavirus from animals in southern China."
1156,15921605,"pubmed",TRUE,"15921605",2005,"Zhonghua Liu Xing Bing Xue Za Zhi","[Surveillance on severe acute respiratory syndrome associated coronavirus in animals at a live animal market of Guangzhou in 2004]."
1157,16647731,"pubmed",TRUE,"16647731",2006,"Virology","Molecular diversity of coronaviruses in bats."
1158,24227844,"pubmed",TRUE,"24227844",2013,"J Virol","Discovery of a novel bottlenose dolphin coronavirus reveals a distinct species of marine mammal coronavirus in Gammacoronavirus."
1159,18353961,"pubmed",TRUE,"18353961",2008,"J Virol","Identification of a novel coronavirus from a beluga whale by using a panviral microarray."
1160,3571473,"pubmed",TRUE,"3571473",1987,"J Clin Microbiol","Detection of Breda virus antigen and antibody in humans and animals by enzyme immunoassay."
1161,7051518,"pubmed",TRUE,"7051518",1982,"Vet Microbiol","Studies with an unclassified virus isolated from diarrheic calves."
1162,3571473,"pubmed",TRUE,"3571473",1987,"J Clin Microbiol","Detection of Breda virus antigen and antibody in humans and animals by enzyme immunoassay."
1163,6506447,"pubmed",TRUE,"6506447",1984,"Vet Microbiol","Antibodies to Berne virus in horses and other animals."
1164,6506447,"pubmed",TRUE,"6506447",1984,"Vet Microbiol","Antibodies to Berne virus in horses and other animals."
1165,6506447,"pubmed",TRUE,"6506447",1984,"Vet Microbiol","Antibodies to Berne virus in horses and other animals."
1166,6506447,"pubmed",TRUE,"6506447",1984,"Vet Microbiol","Antibodies to Berne virus in horses and other animals."
1167,6506447,"pubmed",TRUE,"6506447",1984,"Vet Microbiol","Antibodies to Berne virus in horses and other animals."
1168,6506447,"pubmed",TRUE,"6506447",1984,"Vet Microbiol","Antibodies to Berne virus in horses and other animals."
1169,6506447,"pubmed",TRUE,"6506447",1984,"Vet Microbiol","Antibodies to Berne virus in horses and other animals."
1170,6886677,"pubmed",TRUE,"6886677",1983,"J Gen Virol","Purification and partial characterization of a new enveloped RNA virus (Berne virus)."
1171,9426455,"pubmed",TRUE,"9426455",1998,"Virology","Characterization of torovirus from human fecal specimens."
1172,9557628,"pubmed",TRUE,"9557628",1998,"J Virol","Identification and characterization of a porcine torovirus."
1173,25789939,"pubmed",TRUE,"25789939",2015,"PLoS One","Bovine rhinitis viruses are common in U.S. cattle with bovine respiratory disease."
1174,25789939,"pubmed",TRUE,"25789939",2015,"PLoS One","Bovine rhinitis viruses are common in U.S. cattle with bovine respiratory disease."
1175,15778036,"pubmed",TRUE,"15778036",2005,"Vet Microbiol","Prevalence of neutralizing antibodies to Equine rhinitis A and B virus in horses and man."
1176,18272756,"pubmed",TRUE,"18272756",2008,"J Gen Virol","Abortions in dromedaries (Camelus dromedarius) caused by equine rhinitis A virus."
1177,9157156,"pubmed",TRUE,"9157156",1997,"J Clin Microbiol","Identification of noncytopathic equine rhinovirus 1 as a cause of acute febrile respiratory disease in horses."
