HostOriginal,HostTaxID,HostNCBIResolved,Host,HostGenus,HostFamily,HostOrder,HostClass,ManualResolved_Note
corvus brachyrhynchos,85066,TRUE,Corvus brachyrhynchos,Corvus,Corvidae,Passeriformes,Aves,
corvus corax,56781,TRUE,Corvus corax,Corvus,Corvidae,Passeriformes,Aves,
corvus cornix,181096,TRUE,Corvus cornix,Corvus,Corvidae,Passeriformes,Aves,
corvus corone,30422,TRUE,Corvus corone,Corvus,Corvidae,Passeriformes,Aves,
corvus frugilegus,75140,TRUE,Corvus frugilegus,Corvus,Corvidae,Passeriformes,Aves,
corvus hawaiiensis,134902,TRUE,Corvus hawaiiensis,Corvus,Corvidae,Passeriformes,Aves,
corvus macrorhynchos,36249,TRUE,Corvus macrorhynchos,Corvus,Corvidae,Passeriformes,Aves,
corvus macrorhynchos levaillantii,36249,TRUE,Corvus macrorhynchos,Corvus,Corvidae,Passeriformes,Aves,
corvus monedula,30423,TRUE,Coloeus monedula,Coloeus,Corvidae,Passeriformes,Aves,
corvus ossifragus,349685,TRUE,Corvus ossifragus,Corvus,Corvidae,Passeriformes,Aves,
corvus splendens,701737,TRUE,Corvus splendens,Corvus,Corvidae,Passeriformes,Aves,
corydoras ehrhardti,245770,TRUE,Corydoras ehrhardti,Corydoras,Callichthyidae,Siluriformes,Actinopteri,
corydoras paleatus,245772,TRUE,Corydoras paleatus,Corydoras,Callichthyidae,Siluriformes,Actinopteri,
corydoras sterbai,570940,TRUE,Corydoras sterbai,Corydoras,Callichthyidae,Siluriformes,Actinopteri,
corynorhinus townsendii,124745,TRUE,Corynorhinus townsendii,Corynorhinus,Vespertilionidae,Chiroptera,Mammalia,
coryphaena hippurus,34814,TRUE,Coryphaena hippurus,Coryphaena,Coryphaenidae,Carangiformes,Actinopteri,
coryphaenoides armatus,76798,TRUE,Coryphaenoides armatus,Coryphaenoides,Macrouridae,Gadiformes,Actinopteri,
coryphaenoides guentheri,473304,TRUE,Coryphaenoides guentheri,Coryphaenoides,Macrouridae,Gadiformes,Actinopteri,
cottus gobio,100952,TRUE,Cottus gobio,Cottus,Cottidae,Perciformes,Actinopteri,
cottus perplexus,214920,TRUE,Cottus perplexus,Cottus,Cottidae,Perciformes,Actinopteri,
cottus poecilopus,182643,TRUE,Cottus poecilopus,Cottus,Cottidae,Perciformes,Actinopteri,
coturnix coturnix,9091,TRUE,Coturnix coturnix,Coturnix,Phasianidae,Galliformes,Aves,
coturnix japonica,93934,TRUE,Coturnix japonica,Coturnix,Phasianidae,Galliformes,Aves,
cracticus tibicen,9132,TRUE,Gymnorhina tibicen,Gymnorhina,Artamidae,Passeriformes,Aves,
craugastor bransfordii,228452,TRUE,Craugastor bransfordii,Craugastor,Craugastoridae,Anura,Amphibia,
craugastor fitzingeri,228435,TRUE,Craugastor fitzingeri,Craugastor,Craugastoridae,Anura,Amphibia,
craugastor megacephalus,228431,TRUE,Craugastor megacephalus,Craugastor,Craugastoridae,Anura,Amphibia,
creadion carunculatus,192213,TRUE,Philesturnus carunculatus,Philesturnus,Callaeidae,Passeriformes,Aves,
crenicichla lepidota,161897,TRUE,Crenicichla lepidota,Crenicichla,Cichlidae,Cichliformes,Actinopteri,
crenimugil crenilabis,143330,TRUE,Crenimugil crenilabis,Crenimugil,Mugilidae,Mugiliformes,Actinopteri,
crex crex,185586,TRUE,Crex crex,Crex,Rallidae,Gruiformes,Aves,
cricetomys emini,107265,TRUE,Cricetomys emini,Cricetomys,Nesomyidae,Rodentia,Mammalia,
cricetomys gambianus,10085,TRUE,Cricetomys gambianus,Cricetomys,Nesomyidae,Rodentia,Mammalia,
cricetulus barabensis,329629,TRUE,Cricetulus barabensis,Cricetulus,Cricetidae,Rodentia,Mammalia,
cricetulus migratorius,10032,TRUE,Cricetulus migratorius,Cricetulus,Cricetidae,Rodentia,Mammalia,
cricetus cricetus,10034,TRUE,Cricetus cricetus,Cricetus,Cricetidae,Rodentia,Mammalia,
crithagra mozambica,1892170,TRUE,Crithagra mozambica,Crithagra,Fringillidae,Passeriformes,Aves,
crocidura dsinezumi,62277,TRUE,Crocidura dsinezumi,Crocidura,Soricidae,Eulipotyphla,Mammalia,
crocidura lasiura,167043,TRUE,Crocidura lasiura,Crocidura,Soricidae,Eulipotyphla,Mammalia,
crocidura leucodon,109474,TRUE,Crocidura leucodon,Crocidura,Soricidae,Eulipotyphla,Mammalia,
crocidura olivieri,214449,TRUE,Crocidura olivieri,Crocidura,Soricidae,Eulipotyphla,Mammalia,
crocidura russula,36802,TRUE,Crocidura russula,Crocidura,Soricidae,Eulipotyphla,Mammalia,
crocidura suaveolens,52631,TRUE,Crocidura suaveolens,Crocidura,Soricidae,Eulipotyphla,Mammalia,
crocodylus acutus,48399,TRUE,Crocodylus acutus,Crocodylus,Crocodylidae,Crocodylia,NA,
crocodylus johnsoni,184234,TRUE,Crocodylus johnsoni,Crocodylus,Crocodylidae,Crocodylia,NA,
crocodylus moreletii,184237,TRUE,Crocodylus moreletii,Crocodylus,Crocodylidae,Crocodylia,NA,
crocodylus niloticus,8501,TRUE,Crocodylus niloticus,Crocodylus,Crocodylidae,Crocodylia,NA,
crocodylus porosus,8502,TRUE,Crocodylus porosus,Crocodylus,Crocodylidae,Crocodylia,NA,
crocuta crocuta,9678,TRUE,Crocuta crocuta,Crocuta,Hyaenidae,Carnivora,Mammalia,
cromileptes altivelis,304459,TRUE,Cromileptes altivelis,Cromileptes,Serranidae,Perciformes,Actinopteri,
crossoptilon auritum,9096,TRUE,Crossoptilon auritum,Crossoptilon,Phasianidae,Galliformes,Aves,
crossoptilon crossoptilon,30408,TRUE,Crossoptilon crossoptilon,Crossoptilon,Phasianidae,Galliformes,Aves,
crotalus cerastes,8746,TRUE,Crotalus cerastes,Crotalus,Viperidae,Squamata,Lepidosauria,
crotalus durissus,8731,TRUE,Crotalus durissus,Crotalus,Viperidae,Squamata,Lepidosauria,
crotalus enyo,125865,TRUE,Crotalus enyo,Crotalus,Viperidae,Squamata,Lepidosauria,
crotalus horridus,35024,TRUE,Crotalus horridus,Crotalus,Viperidae,Squamata,Lepidosauria,
crotalus lepidus,44709,TRUE,Crotalus lepidus,Crotalus,Viperidae,Squamata,Lepidosauria,
crotalus mitchellii,384065,TRUE,Crotalus mitchellii,Crotalus,Viperidae,Squamata,Lepidosauria,
crotalus scutulatus,8737,TRUE,Crotalus scutulatus,Crotalus,Viperidae,Squamata,Lepidosauria,
crotalus viridis,8739,TRUE,Crotalus viridis,Crotalus,Viperidae,Squamata,Lepidosauria,
crotalus willardi,125876,TRUE,Crotalus willardi,Crotalus,Viperidae,Squamata,Lepidosauria,
crotaphytus collaris,43591,TRUE,Crotaphytus collaris,Crotaphytus,Iguanidae,Squamata,Lepidosauria,
crotophaga sulcirostris,33598,TRUE,Crotophaga sulcirostris,Crotophaga,Crotophagidae,Cuculiformes,Aves,
cryptobranchus alleganiensis,43048,TRUE,Cryptobranchus alleganiensis,Cryptobranchus,Cryptobranchidae,Caudata,Amphibia,
cryptoheros spilurus,61817,TRUE,Cryptoheros spilurus,Cryptoheros,Cichlidae,Cichliformes,Actinopteri,
cryptoprocta ferox,94188,TRUE,Cryptoprocta ferox,Cryptoprocta,Eupleridae,Carnivora,Mammalia,
cryptothylax greshoffii,143561,TRUE,Cryptothylax greshoffii,Cryptothylax,Hyperoliidae,Anura,Amphibia,
ctenodactylus gundi,10166,TRUE,Ctenodactylus gundi,Ctenodactylus,Ctenodactylidae,Rodentia,Mammalia,
ctenolabrus rupestris,171735,TRUE,Ctenolabrus rupestris,Ctenolabrus,Labridae,Labriformes,Actinopteri,
ctenopharyngodon idella,7959,TRUE,Ctenopharyngodon idella,Ctenopharyngodon,Xenocyprididae,Cypriniformes,Actinopteri,
ctenosaura bakeri,500334,TRUE,Ctenosaura bakeri,Ctenosaura,Iguanidae,Squamata,Lepidosauria,
ctenosaura similis,51212,TRUE,Ctenosaura similis,Ctenosaura,Iguanidae,Squamata,Lepidosauria,
cuculus canorus,55661,TRUE,Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,Aves,
culter alburnus,194366,TRUE,Culter alburnus,Culter,Xenocyprididae,Cypriniformes,Actinopteri,
cuniculus paca,108852,TRUE,Cuniculus paca,Cuniculus,Cuniculidae,Rodentia,Mammalia,
cuon alpinus,68730,TRUE,Cuon alpinus,Cuon,Canidae,Carnivora,Mammalia,
cuora amboinensis,74909,TRUE,Cuora amboinensis,Cuora,Geoemydidae,Testudines,NA,
cyanistes caeruleus,156563,TRUE,Cyanistes caeruleus,Cyanistes,Paridae,Passeriformes,Aves,
cyanocitta cristata,28727,TRUE,Cyanocitta cristata,Cyanocitta,Corvidae,Passeriformes,Aves,
cyanocompsa brissonii,164627,TRUE,Cyanocompsa brissonii,Cyanocompsa,Fringillidae,Passeriformes,Aves,
cyanoliseus patagonus,309862,TRUE,Cyanoliseus patagonus,Cyanoliseus,Psittacidae,Psittaciformes,Aves,
cyanomitra olivacea,543285,TRUE,Cyanomitra olivacea,Cyanomitra,Nectariniidae,Passeriformes,Aves,
cyanopica cyanus,193059,TRUE,Cyanopica cyanus,Cyanopica,Corvidae,Passeriformes,Aves,
cyanopsitta spixii,51902,TRUE,Cyanopsitta spixii,Cyanopsitta,Psittacidae,Psittaciformes,Aves,
cyanoptila cyanomelana,125286,TRUE,Cyanoptila cyanomelana,Cyanoptila,Muscicapidae,Passeriformes,Aves,
cyanoramphus auriceps,114432,TRUE,Cyanoramphus auriceps,Cyanoramphus,Psittacidae,Psittaciformes,Aves,
cyanoramphus novaezelandiae,114435,TRUE,Cyanoramphus novaezelandiae,Cyanoramphus,Psittacidae,Psittaciformes,Aves,
cyanoramphus unicolor,114440,TRUE,Cyanoramphus unicolor,Cyanoramphus,Psittacidae,Psittaciformes,Aves,
cyclopes didactylus,84074,TRUE,Cyclopes didactylus,Cyclopes,Cyclopedidae,Pilosa,Mammalia,
cyclopterus lumpus,8103,TRUE,Cyclopterus lumpus,Cyclopterus,Cyclopteridae,Perciformes,Actinopteri,
cyclorana alboguttata,336083,TRUE,Ranoidea alboguttata,Ranoidea,Hylidae,Anura,Amphibia,
cyclorana brevipes,317313,TRUE,Ranoidea brevipes,Ranoidea,Hylidae,Anura,Amphibia,
cyclura cornuta,57098,TRUE,Cyclura cornuta,Cyclura,Iguanidae,Squamata,Lepidosauria,
cyclura cychlura,118679,TRUE,Cyclura cychlura,Cyclura,Iguanidae,Squamata,Lepidosauria,
cyclura nubila,51214,TRUE,Cyclura nubila,Cyclura,Iguanidae,Squamata,Lepidosauria,
cygnus atratus,8868,TRUE,Cygnus atratus,Cygnus,Anatidae,Anseriformes,Aves,
cygnus columbianus,110926,TRUE,Cygnus columbianus,Cygnus,Anatidae,Anseriformes,Aves,
cygnus cygnus,219595,TRUE,Cygnus cygnus,Cygnus,Anatidae,Anseriformes,Aves,
cygnus melancoryphus,41691,TRUE,Cygnus melancoryphus,Cygnus,Anatidae,Anseriformes,Aves,
cygnus olor,8869,TRUE,Cygnus olor,Cygnus,Anatidae,Anseriformes,Aves,
cymatogaster aggregata,50794,TRUE,Cymatogaster aggregata,Cymatogaster,Embiotocidae,NA,Actinopteri,
cynictis penicillata,41010,TRUE,Cynictis penicillata,Cynictis,Herpestidae,Carnivora,Mammalia,
cynoglossus robustus,345019,TRUE,Cynoglossus robustus,Cynoglossus,Cynoglossidae,Pleuronectiformes,Actinopteri,
cynoglossus semilaevis,244447,TRUE,Cynoglossus semilaevis,Cynoglossus,Cynoglossidae,Pleuronectiformes,Actinopteri,
cynoglossus sinicus,341731,TRUE,Cynoglossus sinicus,Cynoglossus,Cynoglossidae,Pleuronectiformes,Actinopteri,
cynomops abrasus,748910,TRUE,Cynomops abrasus,Cynomops,Molossidae,Chiroptera,Mammalia,
cynomops planirostris,409018,TRUE,Cynomops planirostris,Cynomops,Molossidae,Chiroptera,Mammalia,
cynomys leucurus,99825,TRUE,Cynomys leucurus,Cynomys,Sciuridae,Rodentia,Mammalia,
cynomys ludovicianus,45480,TRUE,Cynomys ludovicianus,Cynomys,Sciuridae,Rodentia,Mammalia,
cynops ensicauda,102207,TRUE,Cynops ensicauda,Cynops,Salamandridae,Caudata,Amphibia,
cynopterus brachyotis,58060,TRUE,Cynopterus brachyotis,Cynopterus,Pteropodidae,Chiroptera,Mammalia,
cynopterus sphinx,9400,TRUE,Cynopterus sphinx,Cynopterus,Pteropodidae,Chiroptera,Mammalia,
cynoscion arenarius,80640,TRUE,Cynoscion arenarius,Cynoscion,Sciaenidae,NA,Actinopteri,
cynoscion nebulosus,13029,TRUE,Cynoscion nebulosus,Cynoscion,Sciaenidae,NA,Actinopteri,
cynoscion nothus,308847,TRUE,Cynoscion nothus,Cynoscion,Sciaenidae,NA,Actinopteri,
cynoscion regalis,175273,TRUE,Cynoscion regalis,Cynoscion,Sciaenidae,NA,Actinopteri,
cyprinus carpio,7962,TRUE,Cyprinus carpio,Cyprinus,Cyprinidae,Cypriniformes,Actinopteri,
cyprinus carpio carpio,7962,TRUE,Cyprinus carpio,Cyprinus,Cyprinidae,Cypriniformes,Actinopteri,
cyprinus carpio var. koi,7962,TRUE,Cyprinus carpio,Cyprinus,Cyprinidae,Cypriniformes,Actinopteri,
cystophora cristata,39293,TRUE,Cystophora cristata,Cystophora,Phocidae,Carnivora,Mammalia,
daboia palaestinae,1170828,TRUE,Daboia palaestinae,Daboia,Viperidae,Squamata,Lepidosauria,
daboia russelii,8707,TRUE,Daboia russelii,Daboia,Viperidae,Squamata,Lepidosauria,
dacelo novaeguineae,8939,TRUE,Dacelo novaeguineae,Dacelo,Alcedinidae,Coraciiformes,Aves,
dalatias licha,170817,TRUE,Dalatias licha,Dalatias,Dalatiidae,Squaliformes,Chondrichthyes,
dama dama,30532,TRUE,Dama dama,Dama,Cervidae,Artiodactyla,Mammalia,
damaliscus lunatus,9929,TRUE,Damaliscus lunatus,Damaliscus,Bovidae,Artiodactyla,Mammalia,
damaliscus lunatus korrigum,9929,TRUE,Damaliscus lunatus,Damaliscus,Bovidae,Artiodactyla,Mammalia,
damaliscus pygargus,9931,TRUE,Damaliscus pygargus,Damaliscus,Bovidae,Artiodactyla,Mammalia,
danio rerio,7955,TRUE,Danio rerio,Danio,Danionidae,Cypriniformes,Actinopteri,
dascyllus aruanus,80949,TRUE,Dascyllus aruanus,Dascyllus,Pomacentridae,NA,Actinopteri,
dascyllus melanurus,80950,TRUE,Dascyllus melanurus,Dascyllus,Pomacentridae,NA,Actinopteri,
dascyllus trimaculatus,50790,TRUE,Dascyllus trimaculatus,Dascyllus,Pomacentridae,NA,Actinopteri,
dasyatis americana,2484686,TRUE,Hypanus americanus,Hypanus,Dasyatidae,Myliobatiformes,Chondrichthyes,
dasyatis fluviorum,2093254,TRUE,Hemitrygon fluviorum,Hemitrygon,Dasyatidae,Myliobatiformes,Chondrichthyes,
dasyatis microps,529109,TRUE,Dasyatis microps,Dasyatis,Dasyatidae,Myliobatiformes,Chondrichthyes,
dasyatis sabina,79690,TRUE,Hypanus sabinus,Hypanus,Dasyatidae,Myliobatiformes,Chondrichthyes,
dasyatis say,543940,TRUE,Dasyatis say,Dasyatis,Dasyatidae,Myliobatiformes,Chondrichthyes,
dasyatis thetidis,2704969,TRUE,Bathytoshia lata,Bathytoshia,Dasyatidae,Myliobatiformes,Chondrichthyes,
dasycercus cristicauda,32542,TRUE,Dasycercus cristicauda,Dasycercus,Dasyuridae,Dasyuromorphia,Mammalia,
dasymys incomtus,71173,TRUE,Dasymys incomtus,Dasymys,Muridae,Rodentia,Mammalia,
dasyprocta fuliginosa,193455,TRUE,Dasyprocta fuliginosa,Dasyprocta,Dasyproctidae,Rodentia,Mammalia,
dasyprocta leporina,42152,TRUE,Dasyprocta leporina,Dasyprocta,Dasyproctidae,Rodentia,Mammalia,
dasyprocta punctata,34846,TRUE,Dasyprocta punctata,Dasyprocta,Dasyproctidae,Rodentia,Mammalia,
dasypterus ega,258928,TRUE,Dasypterus ega,Dasypterus,Vespertilionidae,Chiroptera,Mammalia,
dasypterus intermedius,592573,TRUE,Dasypterus intermedius,Dasypterus,Vespertilionidae,Chiroptera,Mammalia,
dasypterus xanthinus,72131,TRUE,Dasypterus xanthinus,Dasypterus,Vespertilionidae,Chiroptera,Mammalia,
dasypus novemcinctus,9361,TRUE,Dasypus novemcinctus,Dasypus,Dasypodidae,Cingulata,Mammalia,
daubentonia madagascariensis,31869,TRUE,Daubentonia madagascariensis,Daubentonia,Daubentoniidae,Primates,Mammalia,
decapterus maruadsi,58220,TRUE,Decapterus maruadsi,Decapterus,Carangidae,Carangiformes,Actinopteri,
delichon urbicum,88116,TRUE,Delichon urbicum,Delichon,Hirundinidae,Passeriformes,Aves,
delphinapterus leucas,9749,TRUE,Delphinapterus leucas,Delphinapterus,Monodontidae,Artiodactyla,Mammalia,
delphinus capensis,103584,TRUE,Delphinus capensis,Delphinus,Delphinidae,Artiodactyla,Mammalia,
delphinus delphis,9728,TRUE,Delphinus delphis,Delphinus,Delphinidae,Artiodactyla,Mammalia,
dendragapus obscurus,90755,TRUE,Dendragapus obscurus,Dendragapus,Phasianidae,Galliformes,Aves,
dendrelaphis punctulatus,1458430,TRUE,Dendrelaphis punctulatus,Dendrelaphis,Colubridae,Squamata,Lepidosauria,
dendroaspis viridis,8621,TRUE,Dendroaspis viridis,Dendroaspis,Elapidae,Squamata,Lepidosauria,
dendrobates auratus,43471,TRUE,Dendrobates auratus,Dendrobates,Dendrobatidae,Anura,Amphibia,
dendrobates leucomelas,85590,TRUE,Dendrobates leucomelas,Dendrobates,Dendrobatidae,Anura,Amphibia,
dendrobates tinctorius,92724,TRUE,Dendrobates tinctorius,Dendrobates,Dendrobatidae,Anura,Amphibia,
dendrocopos major,137523,TRUE,Dendrocopos major,Dendrocopos,Picidae,Piciformes,Aves,
dendrocopos syriacus,301974,TRUE,Dendrocopos syriacus,Dendrocopos,Picidae,Piciformes,Aves,
dendrocygna autumnalis,8873,TRUE,Dendrocygna autumnalis,Dendrocygna,Anatidae,Anseriformes,Aves,
dendrocygna javanica,60182,TRUE,Dendrocygna javanica,Dendrocygna,Anatidae,Anseriformes,Aves,
dendrocygna viduata,8876,TRUE,Dendrocygna viduata,Dendrocygna,Anatidae,Anseriformes,Aves,
dendroica coronata,111975,TRUE,Setophaga coronata,Setophaga,Parulidae,Passeriformes,Aves,
dendrolagus goodfellowi,69260,TRUE,Dendrolagus goodfellowi,Dendrolagus,Macropodidae,Diprotodontia,Mammalia,
dendrophysa russelii,435234,TRUE,Dendrophysa russelii,Dendrophysa,Sciaenidae,NA,Actinopteri,
dentex dentex,94951,TRUE,Dentex dentex,Dentex,Sparidae,Spariformes,Actinopteri,
dentex macrophthalmus,98814,TRUE,Dentex macrophthalmus,Dentex,Sparidae,Spariformes,Actinopteri,
dentex tumifrons,119711,TRUE,Evynnis tumifrons,Evynnis,Sparidae,Spariformes,Actinopteri,
dermochelys coriacea,27794,TRUE,Dermochelys coriacea,Dermochelys,Dermochelyidae,Testudines,NA,
deroptyus accipitrinus,51904,TRUE,Deroptyus accipitrinus,Deroptyus,Psittacidae,Psittaciformes,Aves,
desmodillus auricularis,298896,TRUE,Desmodillus auricularis,Desmodillus,Muridae,Rodentia,Mammalia,
desmodus rotundus,9430,TRUE,Desmodus rotundus,Desmodus,Phyllostomidae,Chiroptera,Mammalia,
desmognathus conanti,52099,TRUE,Desmognathus conanti,Desmognathus,Plethodontidae,Caudata,Amphibia,
desmognathus folkertsi,279537,TRUE,Desmognathus folkertsi,Desmognathus,Plethodontidae,Caudata,Amphibia,
desmognathus fuscus,52100,TRUE,Desmognathus fuscus,Desmognathus,Plethodontidae,Caudata,Amphibia,
desmognathus imitator,52101,TRUE,Desmognathus imitator,Desmognathus,Plethodontidae,Caudata,Amphibia,
desmognathus marmoratus,52102,TRUE,Desmognathus marmoratus,Desmognathus,Plethodontidae,Caudata,Amphibia,
desmognathus monticola,52103,TRUE,Desmognathus monticola,Desmognathus,Plethodontidae,Caudata,Amphibia,
desmognathus ochrophaeus,52104,TRUE,Desmognathus ochrophaeus,Desmognathus,Plethodontidae,Caudata,Amphibia,
desmognathus ocoee,179530,TRUE,Desmognathus ocoee,Desmognathus,Plethodontidae,Caudata,Amphibia,
desmognathus orestes,179531,TRUE,Desmognathus orestes,Desmognathus,Plethodontidae,Caudata,Amphibia,
desmognathus organi,1346618,TRUE,Desmognathus organi,Desmognathus,Plethodontidae,Caudata,Amphibia,
desmognathus quadramaculatus,52105,TRUE,Desmognathus quadramaculatus,Desmognathus,Plethodontidae,Caudata,Amphibia,
desmognathus santeetlah,52106,TRUE,Desmognathus santeetlah,Desmognathus,Plethodontidae,Caudata,Amphibia,
desmognathus wrighti,52108,TRUE,Desmognathus wrighti,Desmognathus,Plethodontidae,Caudata,Amphibia,
devario devario,46781,TRUE,Devario devario,Devario,Danionidae,Cypriniformes,Actinopteri,
deveximentum insidiator,390672,TRUE,Deveximentum insidiator,Deveximentum,Leiognathidae,Chaetodontiformes,Actinopteri,
diadophis punctatus,158804,TRUE,Diadophis punctatus,Diadophis,Dipsadidae,Squamata,Lepidosauria,
diaemus youngi,148087,TRUE,Diaemus youngi,Diaemus,Phyllostomidae,Chiroptera,Mammalia,
diagramma labiosum,396782,TRUE,Diagramma labiosum,Diagramma,Haemulidae,Lutjaniformes,Actinopteri,
diagramma picta,556049,TRUE,Diagramma picta,Diagramma,Haemulidae,Lutjaniformes,Actinopteri,
dicamptodon ensatus,43477,TRUE,Dicamptodon ensatus,Dicamptodon,Dicamptodontidae,Caudata,Amphibia,
dicentrarchus labrax,13489,TRUE,Dicentrarchus labrax,Dicentrarchus,Moronidae,NA,Actinopteri,
diceros bicornis,9805,TRUE,Diceros bicornis,Diceros,Rhinocerotidae,Perissodactyla,Mammalia,
diclidurus albus,148088,TRUE,Diclidurus albus,Diclidurus,Emballonuridae,Chiroptera,Mammalia,
dicologlossa cuneata,153209,TRUE,Dicologlossa cuneata,Dicologlossa,Soleidae,Pleuronectiformes,Actinopteri,
dicrostonyx groenlandicus,85953,TRUE,Dicrostonyx groenlandicus,Dicrostonyx,Cricetidae,Rodentia,Mammalia,
didelphis albiventris,42716,TRUE,Didelphis albiventris,Didelphis,Didelphidae,Didelphimorphia,Mammalia,
didelphis aurita,85694,TRUE,Didelphis aurita,Didelphis,Didelphidae,Didelphimorphia,Mammalia,
didelphis marsupialis,9268,TRUE,Didelphis marsupialis,Didelphis,Didelphidae,Didelphimorphia,Mammalia,
didelphis virginiana,9267,TRUE,Didelphis virginiana,Didelphis,Didelphidae,Didelphimorphia,Mammalia,
dinaromys bogdanovi,418655,TRUE,Dinaromys bogdanovi,Dinaromys,Cricetidae,Rodentia,Mammalia,
diodon holocanthus,229062,TRUE,Diodon holocanthus,Diodon,Diodontidae,Tetraodontiformes,Actinopteri,
diodon hystrix,223145,TRUE,Diodon hystrix,Diodon,Diodontidae,Tetraodontiformes,Actinopteri,
diomedea chrysostoma,54025,TRUE,Thalassarche chrysostoma,Thalassarche,Diomedeidae,Procellariiformes,Aves,
diopsittaca nobilis,178888,TRUE,Diopsittaca nobilis,Diopsittaca,Psittacidae,Psittaciformes,Aves,
diphylla ecaudata,148089,TRUE,Diphylla ecaudata,Diphylla,Phyllostomidae,Chiroptera,Mammalia,
diplodus annularis,48913,TRUE,Diplodus annularis,Diplodus,Sparidae,Spariformes,Actinopteri,
diplodus bellottii,48914,TRUE,Diplodus bellottii,Diplodus,Sparidae,Spariformes,Actinopteri,
diplodus puntazzo,48915,TRUE,Diplodus puntazzo,Diplodus,Sparidae,Spariformes,Actinopteri,
diplodus sargus,38941,TRUE,Diplodus sargus,Diplodus,Sparidae,Spariformes,Actinopteri,
diplodus vulgaris,87756,TRUE,Diplodus vulgaris,Diplodus,Sparidae,Spariformes,Actinopteri,
diplomys labilis,1567522,TRUE,Diplomys labilis,Diplomys,Echimyidae,Rodentia,Mammalia,
dipodillus campestris,41199,TRUE,Dipodillus campestris,Dipodillus,Muridae,Rodentia,Mammalia,
dipodillus dasyurus,723804,TRUE,Dipodillus dasyurus,Dipodillus,Muridae,Rodentia,Mammalia,
dipodomys californicus,10017,TRUE,Dipodomys californicus,Dipodomys,Heteromyidae,Rodentia,Mammalia,
dipodomys heermanni,10018,TRUE,Dipodomys heermanni,Dipodomys,Heteromyidae,Rodentia,Mammalia,
dipodomys merriami,94247,TRUE,Dipodomys merriami,Dipodomys,Heteromyidae,Rodentia,Mammalia,
dipodomys microps,94248,TRUE,Dipodomys microps,Dipodomys,Heteromyidae,Rodentia,Mammalia,
dipodomys nitratoides,323374,TRUE,Dipodomys nitratoides,Dipodomys,Heteromyidae,Rodentia,Mammalia,
